order_id,customer_id,product_name,category,price,quantity,revenue,order_date,order_month
1079,7,iPhone 15 Pro,Electronics,1040.28,1,1040.28,2024-01-03,2024-01
1080,258,The Lean Startup,Books,17.46,4,69.84,2024-01-03,2024-01
1081,441,Sony WH-1000XM5,Electronics,391.95,1,391.95,2024-05-24,2024-05
1082,144,Sony WH-1000XM5,Electronics,406.58,3,1219.74,2024-07-15,2024-07
1083,294,AirPods Pro,Electronics,270.18,3,810.54,2024-01-03,2024-01
1084,350,Yeti Cooler,Sports,366.35,3,1099.05,2024-04-26,2024-04
1085,419,Yoga Mat Premium,Sports,75.17,3,225.51,2024-06-09,2024-06
1086,257,Ninja Air Fryer,Home & Garden,121.86,3,365.58,2024-08-04,2024-08
1087,407,iPhone 15 Pro,Electronics,955.46,3,2866.38,2024-01-03,2024-01
1088,401,AirPods Pro,Electronics,244.86,2,489.72,2024-12-05,2024-12
1089,150,AirPods Pro,Electronics,261.22,3,783.66,2024-01-04,2024-01
1090,132,AirPods Pro,Electronics,229.12,3,687.36,2024-09-29,2024-09
1091,278,Peloton Bike Mat,Sports,63.49,1,63.49,2024-01-04,2024-01
1092,330,The Psychology of Money,Books,17.39,3,52.17,2024-01-04,2024-01
1093,285,Samsung Galaxy S24,Electronics,812.03,1,812.03,2024-04-29,2024-04
1094,96,North Face Backpack,Apparel,102.94,2,205.88,2024-06-29,2024-06
1095,71,Apple Watch,Electronics,406.31,3,1218.93,2024-01-04,2024-01
1096,352,Nintendo Switch,Electronics,298.86,1,298.86,2024-01-04,2024-01
1097,412,Project Hail Mary,Books,13.98,4,55.92,2024-01-04,2024-01
1098,360,Dyson V15 Vacuum,Home & Garden,647.92,2,1295.84,2024-08-11,2024-08
1099,454,Apple Watch,Electronics,401.06,3,1203.18,2024-08-17,2024-08
1100,324,Nike Air Max Sneakers,Apparel,130.2,2,260.4,2024-10-14,2024-10
1101,38,KitchenAid Stand Mixer,Home & Garden,438.62,1,438.62,2024-01-04,2024-01
1102,494,Apple Watch,Electronics,416.82,3,1250.46,2024-01-04,2024-01
1103,321,Adidas Running Shoes,Apparel,88.42,3,265.26,2024-01-04,2024-01
1104,300,"Thinking, Fast and Slow",Books,19.57,3,58.71,2024-07-21,2024-07
1105,164,Peloton Bike Mat,Sports,60.46,4,241.84,2024-12-05,2024-12
1106,101,Instant Pot Duo,Home & Garden,108.33,3,324.99,2024-11-05,2024-11
1107,429,iPad Air,Electronics,586.42,1,586.42,2024-01-27,2024-01
1108,418,MacBook Air,Electronics,1397.74,2,2795.48,2024-01-04,2024-01
1109,44,AirPods Pro,Electronics,229.03,2,458.06,2024-03-21,2024-03
1110,179,Hydro Flask Water Bottle,Sports,45.62,2,91.24,2024-05-09,2024-05
1111,474,Nike Air Max Sneakers,Apparel,133.27,4,533.08,2024-01-04,2024-01
1112,163,Resistance Bands Set,Sports,28.18,2,56.36,2024-01-04,2024-01
1113,177,The Lean Startup,Books,15.89,4,63.56,2024-01-04,2024-01
1114,218,iPhone 15 Pro,Electronics,909.55,1,909.55,2024-01-04,2024-01
1115,170,Fitbit Charge 6,Sports,168.81,2,337.62,2024-08-12,2024-08
1116,148,MacBook Air,Electronics,1187.62,1,1187.62,2024-01-05,2024-01
1117,132,iPad Air,Electronics,645.93,2,1291.86,2024-09-20,2024-09
1118,134,Yoga Mat Premium,Sports,80.4,4,321.6,2024-01-05,2024-01
1119,465,iPad Air,Electronics,640.69,1,640.69,2024-08-25,2024-08
1120,269,The Psychology of Money,Books,19.79,1,19.79,2024-01-05,2024-01
1121,262,Atomic Habits,Books,17.03,1,17.03,2024-05-20,2024-05
1122,366,iPhone 15 Pro,Electronics,948.08,1,948.08,2024-09-26,2024-09
1123,24,Philips Hue Starter Kit,Home & Garden,211.33,2,422.66,2024-01-05,2024-01
1124,80,Apple Watch,Electronics,410.41,1,410.41,2024-01-05,2024-01
1125,89,Yoga Mat Premium,Sports,76.36,1,76.36,2024-01-05,2024-01
1126,276,Instant Pot Duo,Home & Garden,89.7,3,269.1,2024-07-21,2024-07
1127,375,Apple Watch,Electronics,412.4,1,412.4,2024-01-05,2024-01
1128,294,North Face Backpack,Apparel,90.41,4,361.64,2024-01-05,2024-01
1129,299,Atomic Habits,Books,17.34,4,69.36,2024-01-05,2024-01
1130,69,Sony WH-1000XM5,Electronics,438.1,3,1314.3,2024-01-05,2024-01
1131,138,Apple Watch,Electronics,390.16,2,780.32,2024-01-05,2024-01
1132,268,Nike Air Max Sneakers,Apparel,117.19,2,234.38,2024-12-31,2024-12
1133,178,Yoga Mat Premium,Sports,82.98,2,165.96,2024-01-05,2024-01
1134,152,"Thinking, Fast and Slow",Books,18.06,2,36.12,2024-04-15,2024-04
1135,254,iRobot Roomba,Home & Garden,282.42,3,847.26,2024-01-05,2024-01
1136,340,The Psychology of Money,Books,18.3,1,18.3,2024-01-05,2024-01
1137,73,The Lean Startup,Books,15.3,3,45.9,2024-01-05,2024-01
1138,138,iRobot Roomba,Home & Garden,317.46,1,317.46,2024-01-05,2024-01
1139,402,"Thinking, Fast and Slow",Books,19.42,3,58.26,2024-01-05,2024-01
1140,301,AirPods Pro,Electronics,250.03,3,750.09,2024-09-28,2024-09
1141,418,iPhone 15 Pro,Electronics,937.3,2,1874.6,2024-01-05,2024-01
1142,80,Samsung Galaxy S24,Electronics,910.42,1,910.42,2024-01-05,2024-01
1143,236,Instant Pot Duo,Home & Garden,98.21,3,294.63,2024-03-17,2024-03
1144,476,iRobot Roomba,Home & Garden,273.09,2,546.18,2024-10-23,2024-10
1145,370,Peloton Bike Mat,Sports,61.62,1,61.62,2025-01-01,2025-01
1146,2,KitchenAid Stand Mixer,Home & Garden,469.11,3,1407.33,2024-01-05,2024-01
1147,161,iRobot Roomba,Home & Garden,321.35,3,964.05,2024-01-05,2024-01
1148,262,AirPods Pro,Electronics,245.03,1,245.03,2024-05-21,2024-05
1149,323,Apple Watch,Electronics,436.59,2,873.18,2024-01-05,2024-01
1150,17,iRobot Roomba,Home & Garden,312.31,2,624.62,2024-01-05,2024-01
1151,360,Nintendo Switch,Electronics,296.56,2,593.12,2024-08-12,2024-08
1152,149,KitchenAid Stand Mixer,Home & Garden,412.96,4,1651.84,2024-01-06,2024-01
1153,101,Patagonia Fleece Jacket,Apparel,148.88,3,446.64,2024-10-15,2024-10
1154,110,Project Hail Mary,Books,13.76,1,13.76,2024-03-11,2024-03
1155,491,KitchenAid Stand Mixer,Home & Garden,484.34,1,484.34,2024-01-06,2024-01
1156,241,Dyson V15 Vacuum,Home & Garden,622.38,1,622.38,2024-01-06,2024-01
1157,193,Fitbit Charge 6,Sports,161.01,2,322.02,2024-05-26,2024-05
1158,314,Atomic Habits,Books,17.39,1,17.39,2024-11-15,2024-11
1159,122,Hydro Flask Water Bottle,Sports,41.54,2,83.08,2024-02-04,2024-02
1160,62,Dyson V15 Vacuum,Home & Garden,659.29,2,1318.58,2024-08-09,2024-08
1161,442,Ray-Ban Sunglasses,Apparel,190.73,1,190.73,2024-10-26,2024-10
1162,19,Yoga Mat Premium,Sports,86.56,3,259.68,2024-08-24,2024-08
1163,411,Fitbit Charge 6,Sports,160.34,4,641.36,2024-05-26,2024-05
1164,31,The Psychology of Money,Books,17.21,4,68.84,2024-01-06,2024-01
1165,492,Nike Air Max Sneakers,Apparel,122.79,4,491.16,2024-12-28,2024-12
1166,212,Nike Air Max Sneakers,Apparel,131.41,1,131.41,2024-01-21,2024-01
1167,494,The Psychology of Money,Books,18.16,1,18.16,2024-01-06,2024-01
1168,420,Resistance Bands Set,Sports,28.78,1,28.78,2024-01-06,2024-01
1169,177,MacBook Air,Electronics,1297.47,1,1297.47,2024-01-06,2024-01
1170,283,Levi's 501 Jeans,Apparel,75.73,3,227.19,2024-04-27,2024-04
1171,315,Adidas Running Shoes,Apparel,89.89,3,269.67,2024-05-04,2024-05
1172,279,North Face Backpack,Apparel,93.17,1,93.17,2024-01-06,2024-01
1173,430,"Thinking, Fast and Slow",Books,20.74,4,82.96,2024-01-06,2024-01
1174,42,Ninja Air Fryer,Home & Garden,123.31,1,123.31,2024-11-08,2024-11
1175,59,Yoga Mat Premium,Sports,80.62,3,241.86,2024-02-04,2024-02
1176,424,Resistance Bands Set,Sports,29.27,1,29.27,2024-01-06,2024-01
1177,81,Instant Pot Duo,Home & Garden,104.72,4,418.88,2024-01-06,2024-01
1178,423,Yoga Mat Premium,Sports,72.65,1,72.65,2024-01-06,2024-01
1179,408,iRobot Roomba,Home & Garden,298.31,2,596.62,2024-07-06,2024-07
1180,197,Atomic Habits,Books,16.31,1,16.31,2024-02-13,2024-02
1181,25,AirPods Pro,Electronics,248.06,1,248.06,2024-07-22,2024-07
1182,296,iPad Air,Electronics,605.38,2,1210.76,2024-01-06,2024-01
1183,116,The Psychology of Money,Books,18.04,2,36.08,2024-01-06,2024-01
1184,331,The Psychology of Money,Books,19.52,1,19.52,2024-07-30,2024-07
1185,360,Adidas Running Shoes,Apparel,85.94,4,343.76,2024-07-20,2024-07
1186,431,Hydro Flask Water Bottle,Sports,41.58,1,41.58,2024-05-23,2024-05
1187,170,North Face Backpack,Apparel,104.95,4,419.8,2024-08-09,2024-08
1188,122,Resistance Bands Set,Sports,30.97,3,92.91,2024-01-24,2024-01
1189,449,Apple Watch,Electronics,384.87,2,769.74,2024-01-07,2024-01
1190,318,Peloton Bike Mat,Sports,62.16,4,248.64,2024-01-07,2024-01
1191,340,iPhone 15 Pro,Electronics,924.47,1,924.47,2024-01-07,2024-01
1192,267,Ninja Air Fryer,Home & Garden,127.98,2,255.96,2024-06-13,2024-06
1193,264,Fitbit Charge 6,Sports,151.48,2,302.96,2024-12-18,2024-12
1194,186,Instant Pot Duo,Home & Garden,91.17,1,91.17,2025-01-09,2025-01
1195,157,The Psychology of Money,Books,19.62,1,19.62,2024-12-30,2024-12
1196,378,Samsung Galaxy S24,Electronics,925.64,2,1851.28,2024-07-11,2024-07
1197,424,Apple Watch,Electronics,401.85,2,803.7,2024-01-07,2024-01
1198,58,Philips Hue Starter Kit,Home & Garden,194.76,1,194.76,2024-01-07,2024-01
1199,374,Ninja Air Fryer,Home & Garden,117.52,2,235.04,2024-01-07,2024-01
1200,312,MacBook Air,Electronics,1398.37,1,1398.37,2024-02-28,2024-02
1201,487,Yoga Mat Premium,Sports,75.32,2,150.64,2024-03-17,2024-03
1202,261,Adidas Running Shoes,Apparel,88.52,2,177.04,2024-10-03,2024-10
1203,12,The Lean Startup,Books,18.09,4,72.36,2024-02-03,2024-02
1204,364,Adidas Running Shoes,Apparel,85.41,1,85.41,2024-01-07,2024-01
1205,38,Apple Watch,Electronics,369.85,2,739.7,2024-01-07,2024-01
1206,246,Resistance Bands Set,Sports,29.03,1,29.03,2024-01-07,2024-01
1207,434,Levi's 501 Jeans,Apparel,75.14,2,150.28,2024-01-07,2024-01
1208,232,Project Hail Mary,Books,15.3,3,45.9,2024-01-07,2024-01
1209,335,North Face Backpack,Apparel,91.17,2,182.34,2024-07-07,2024-07
1210,480,Resistance Bands Set,Sports,30.22,1,30.22,2024-11-01,2024-11
1211,286,Nike Air Max Sneakers,Apparel,125.6,3,376.8,2024-11-01,2024-11
1212,331,iPad Air,Electronics,637.53,1,637.53,2024-07-31,2024-07
1213,153,Atomic Habits,Books,16.76,1,16.76,2024-09-29,2024-09
1214,279,Philips Hue Starter Kit,Home & Garden,189.22,1,189.22,2024-01-07,2024-01
1215,294,Yoga Mat Premium,Sports,71.48,4,285.92,2024-01-07,2024-01
1216,454,Nintendo Switch,Electronics,292.08,2,584.16,2024-08-22,2024-08
1217,357,iPad Air,Electronics,553.76,3,1661.28,2024-05-18,2024-05
1218,318,Levi's 501 Jeans,Apparel,66.01,1,66.01,2024-01-07,2024-01
1219,459,Dyson V15 Vacuum,Home & Garden,680.25,2,1360.5,2024-01-07,2024-01
1220,307,MacBook Air,Electronics,1169.86,1,1169.86,2024-03-18,2024-03
1221,84,MacBook Air,Electronics,1341.71,1,1341.71,2024-12-20,2024-12
1222,280,Atomic Habits,Books,15.32,1,15.32,2024-09-06,2024-09
1223,117,Nintendo Switch,Electronics,285.45,2,570.9,2024-11-23,2024-11
1224,196,The Psychology of Money,Books,18.74,2,37.48,2024-01-08,2024-01
1225,409,Peloton Bike Mat,Sports,62.67,3,188.01,2024-08-30,2024-08
1226,13,Ninja Air Fryer,Home & Garden,124.21,1,124.21,2024-12-24,2024-12
1227,273,Nintendo Switch,Electronics,307.19,1,307.19,2024-01-08,2024-01
1228,486,Yoga Mat Premium,Sports,71.55,2,143.1,2024-01-08,2024-01
1229,215,iRobot Roomba,Home & Garden,327.06,3,981.18,2024-03-10,2024-03
1230,15,iRobot Roomba,Home & Garden,292.09,1,292.09,2024-11-10,2024-11
1231,60,The Psychology of Money,Books,17.7,2,35.4,2024-01-08,2024-01
1232,236,Resistance Bands Set,Sports,31.84,4,127.36,2024-03-27,2024-03
1233,220,iPhone 15 Pro,Electronics,1098.38,1,1098.38,2024-04-23,2024-04
1234,456,iPad Air,Electronics,652.93,1,652.93,2024-08-02,2024-08
1235,397,AirPods Pro,Electronics,257.97,1,257.97,2024-03-31,2024-03
1236,138,Ninja Air Fryer,Home & Garden,108.04,2,216.08,2024-01-08,2024-01
1237,364,"Thinking, Fast and Slow",Books,20.21,4,80.84,2024-01-08,2024-01
1238,250,Philips Hue Starter Kit,Home & Garden,179.74,2,359.48,2024-01-08,2024-01
1239,432,MacBook Air,Electronics,1208.0,1,1208.0,2024-09-22,2024-09
1240,407,AirPods Pro,Electronics,238.73,3,716.19,2024-01-08,2024-01
1241,85,Yoga Mat Premium,Sports,76.64,4,306.56,2024-02-01,2024-02
1242,155,Patagonia Fleece Jacket,Apparel,154.56,3,463.68,2024-01-08,2024-01
1243,73,Fitbit Charge 6,Sports,168.97,1,168.97,2024-01-08,2024-01
1244,279,Samsung Galaxy S24,Electronics,944.24,1,944.24,2024-01-08,2024-01
1245,38,Ninja Air Fryer,Home & Garden,124.96,4,499.84,2024-01-08,2024-01
1246,446,Philips Hue Starter Kit,Home & Garden,193.27,1,193.27,2024-01-08,2024-01
1247,320,Peloton Bike Mat,Sports,57.53,3,172.59,2024-09-19,2024-09
1248,406,Nintendo Switch,Electronics,271.79,1,271.79,2024-01-08,2024-01
1249,462,"Thinking, Fast and Slow",Books,21.68,3,65.04,2024-01-09,2024-01
1250,164,Resistance Bands Set,Sports,28.04,1,28.04,2024-11-27,2024-11
1251,365,Fitbit Charge 6,Sports,167.96,2,335.92,2024-10-25,2024-10
1252,390,Project Hail Mary,Books,14.27,4,57.08,2024-01-09,2024-01
1253,246,iPad Air,Electronics,648.19,1,648.19,2024-01-09,2024-01
1254,1,Ray-Ban Sunglasses,Apparel,169.73,2,339.46,2024-01-09,2024-01
1255,38,Project Hail Mary,Books,14.33,1,14.33,2024-01-09,2024-01
1256,189,Nintendo Switch,Electronics,318.7,1,318.7,2024-07-08,2024-07
1257,179,Sony WH-1000XM5,Electronics,421.48,2,842.96,2024-05-02,2024-05
1258,268,Ninja Air Fryer,Home & Garden,114.64,1,114.64,2025-01-05,2025-01
1259,69,Peloton Bike Mat,Sports,56.52,3,169.56,2024-01-09,2024-01
1260,145,North Face Backpack,Apparel,101.98,4,407.92,2024-01-09,2024-01
1261,50,Apple Watch,Electronics,414.83,2,829.66,2024-01-09,2024-01
1262,256,MacBook Air,Electronics,1356.96,3,4070.88,2024-01-09,2024-01
1263,246,Samsung Galaxy S24,Electronics,865.2,1,865.2,2024-01-09,2024-01
1264,164,Samsung Galaxy S24,Electronics,886.98,3,2660.94,2024-11-24,2024-11
1265,208,Philips Hue Starter Kit,Home & Garden,216.72,1,216.72,2024-01-09,2024-01
1266,249,Instant Pot Duo,Home & Garden,99.97,1,99.97,2024-01-09,2024-01
1267,24,Yeti Cooler,Sports,358.13,2,716.26,2024-01-09,2024-01
1268,214,AirPods Pro,Electronics,262.0,1,262.0,2024-01-09,2024-01
1269,205,Instant Pot Duo,Home & Garden,105.69,1,105.69,2024-01-09,2024-01
1270,432,Ninja Air Fryer,Home & Garden,111.81,3,335.43,2024-09-29,2024-09
1271,40,iPad Air,Electronics,628.12,1,628.12,2024-03-01,2024-03
1272,203,MacBook Air,Electronics,1219.82,1,1219.82,2024-01-09,2024-01
1273,256,Atomic Habits,Books,17.53,3,52.59,2024-01-09,2024-01
1274,454,Yeti Cooler,Sports,378.0,2,756.0,2024-08-13,2024-08
1275,87,AirPods Pro,Electronics,238.51,1,238.51,2024-09-09,2024-09
1276,13,Ray-Ban Sunglasses,Apparel,164.79,1,164.79,2025-01-02,2025-01
1277,132,Ninja Air Fryer,Home & Garden,110.47,1,110.47,2024-10-10,2024-10
1278,492,Adidas Running Shoes,Apparel,84.55,2,169.1,2024-12-22,2024-12
1279,66,AirPods Pro,Electronics,225.96,2,451.92,2025-01-20,2025-01
1280,120,AirPods Pro,Electronics,257.21,1,257.21,2024-02-01,2024-02
1281,189,iRobot Roomba,Home & Garden,274.82,3,824.46,2024-06-27,2024-06
1282,371,Resistance Bands Set,Sports,31.03,1,31.03,2024-01-10,2024-01
1283,381,Instant Pot Duo,Home & Garden,93.24,1,93.24,2024-11-09,2024-11
1284,101,iPad Air,Electronics,560.85,1,560.85,2024-11-04,2024-11
1285,487,Apple Watch,Electronics,378.51,3,1135.53,2024-03-17,2024-03
1286,132,Atomic Habits,Books,16.57,3,49.71,2024-10-13,2024-10
1287,65,Nintendo Switch,Electronics,299.04,2,598.08,2024-01-10,2024-01
1288,389,Nintendo Switch,Electronics,295.57,1,295.57,2024-01-10,2024-01
1289,89,Ninja Air Fryer,Home & Garden,117.34,1,117.34,2024-01-10,2024-01
1290,138,Resistance Bands Set,Sports,30.33,3,90.99,2024-01-10,2024-01
1291,128,North Face Backpack,Apparel,102.37,3,307.11,2025-01-19,2025-01
1292,451,Samsung Galaxy S24,Electronics,928.1,3,2784.3,2024-04-29,2024-04
1293,319,iPad Air,Electronics,595.63,1,595.63,2024-10-11,2024-10
1294,179,Yoga Mat Premium,Sports,76.39,1,76.39,2024-05-25,2024-05
1295,499,Levi's 501 Jeans,Apparel,66.69,1,66.69,2024-09-24,2024-09
1296,137,Resistance Bands Set,Sports,28.36,1,28.36,2024-01-10,2024-01
1297,188,Atomic Habits,Books,16.03,3,48.09,2024-09-04,2024-09
1298,456,Nintendo Switch,Electronics,285.04,2,570.08,2024-08-07,2024-08
1299,114,Atomic Habits,Books,16.63,2,33.26,2024-04-23,2024-04
1300,146,North Face Backpack,Apparel,108.75,2,217.5,2024-01-10,2024-01
1301,460,North Face Backpack,Apparel,95.39,2,190.78,2025-01-07,2025-01
1302,170,Ninja Air Fryer,Home & Garden,123.51,4,494.04,2024-08-04,2024-08
1303,65,Philips Hue Starter Kit,Home & Garden,209.58,3,628.74,2024-01-10,2024-01
1304,444,Samsung Galaxy S24,Electronics,861.18,3,2583.54,2024-07-30,2024-07
1305,379,Patagonia Fleece Jacket,Apparel,172.48,1,172.48,2024-01-10,2024-01
1306,151,Ray-Ban Sunglasses,Apparel,166.71,2,333.42,2024-09-13,2024-09
1307,432,Project Hail Mary,Books,16.35,3,49.05,2024-09-25,2024-09
1308,315,Apple Watch,Electronics,380.76,3,1142.28,2024-05-28,2024-05
1309,145,Instant Pot Duo,Home & Garden,99.0,4,396.0,2024-01-11,2024-01
1310,128,iPhone 15 Pro,Electronics,1055.9,1,1055.9,2025-01-13,2025-01
1311,274,Instant Pot Duo,Home & Garden,100.79,2,201.58,2024-06-30,2024-06
1312,310,Resistance Bands Set,Sports,30.5,1,30.5,2024-01-11,2024-01
1313,210,Levi's 501 Jeans,Apparel,65.2,3,195.6,2024-01-11,2024-01
1314,44,The Psychology of Money,Books,18.05,2,36.1,2024-03-21,2024-03
1315,347,AirPods Pro,Electronics,236.29,2,472.58,2024-01-11,2024-01
1316,404,AirPods Pro,Electronics,227.03,3,681.09,2024-05-22,2024-05
1317,86,Yoga Mat Premium,Sports,86.0,2,172.0,2024-08-11,2024-08
1318,273,Adidas Running Shoes,Apparel,88.68,3,266.04,2024-01-11,2024-01
1319,451,Instant Pot Duo,Home & Garden,91.87,3,275.61,2024-04-03,2024-04
1320,290,AirPods Pro,Electronics,230.2,2,460.4,2024-02-05,2024-02
1321,200,Apple Watch,Electronics,420.4,2,840.8,2024-01-11,2024-01
1322,199,iRobot Roomba,Home & Garden,319.23,2,638.46,2024-02-07,2024-02
1323,197,Nintendo Switch,Electronics,313.99,1,313.99,2024-02-11,2024-02
1324,456,Ninja Air Fryer,Home & Garden,118.05,3,354.15,2024-07-31,2024-07
1325,464,Fitbit Charge 6,Sports,163.15,3,489.45,2024-10-09,2024-10
1326,6,Patagonia Fleece Jacket,Apparel,161.31,3,483.93,2024-01-11,2024-01
1327,422,MacBook Air,Electronics,1342.59,1,1342.59,2024-01-11,2024-01
1328,208,The Psychology of Money,Books,18.79,4,75.16,2024-01-11,2024-01
1329,47,Adidas Running Shoes,Apparel,97.71,1,97.71,2024-01-11,2024-01
1330,208,The Psychology of Money,Books,17.01,3,51.03,2024-01-11,2024-01
1331,114,iPhone 15 Pro,Electronics,1090.1,1,1090.1,2024-04-14,2024-04
